PARKID_x,PARKID_y,geodesic distance (km)
MIN04,ARL03,1398.8578169230404
MIN04,ATL01,1460.4505103437095
MIN04,ATL02,1460.4505103437095
MIN04,ATL03,1460.4505103437095
MIN04,BAL11,1511.137712694077
MIN04,BAL12,1511.137712694077
MIN04,BOS07,1808.5725574126475
MIN04,BUF05,1176.6964214302968
MIN04,CHI10,571.9581870978094
MIN04,CHI11,571.9581870978094
MIN04,CHI12,571.9581870978094
MIN04,CIN08,974.2536092271819
MIN04,CIN09,974.2536092271819
MIN04,CLE07,1015.0432864997199
MIN04,CLE08,1015.0432864997199
MIN04,DEN01,1125.5996537682004
MIN04,DEN02,1125.5996537682004
MIN04,DET04,874.449722586273
MIN04,DET05,874.449722586273
MIN04,DUN01,2099.287635823227
MIN04,DYE01,326.40839573367913
MIN04,FTB01,1621.2420654699538
MIN04,HOU02,1699.0980635951644
MIN04,HOU03,1699.0980635951644
MIN04,KAN06,661.7636302695882
MIN04,LAS01,2085.9489898244888
MIN04,LBV01,2114.406243617083
MIN04,LOS03,2451.915021248498
MIN04,MIA01,2432.0584526242806
MIN04,MIA02,2432.0584526242806
MIN04,MIL05,479.6381975018252
MIN04,MIL06,479.6381975018252
MON02,ANA01,3956.126251090845
MON02,ARL01,2457.78165876833
MON02,ARL02,2457.78165876833
MON02,ARL03,2457.78165876833
MON02,ATL01,1590.8864168600871
MON02,ATL02,1590.8864168600871
MON02,ATL03,1590.8864168600871
MON02,BAL11,726.7805774335583
MON02,BAL12,726.7805774335583
MON02,BOS07,401.8218878584686
MON02,BUF05,506.5286585636091
MON02,CHI10,1193.8914603277867
MON02,CHI11,1193.8914603277867
MON02,CHI12,1193.8914603277867
MON02,CIN08,1139.2901902139763
MON02,CIN09,1139.2901902139763
MON02,CLE07,785.120816955144
MON02,CLE08,785.120816955144
MON02,DEN01,2631.4047533230123
MON02,DEN02,2631.4047533230123
MON02,DET04,830.8033170895385
MON02,DET05,830.8033170895385
MON02,DUN01,2096.149309371008
MON02,DYE01,1437.801632171606
MON02,FTB01,1236.598416578542
MON02,HOU02,2575.602991275706
MON02,HOU03,2575.602991275706
MON02,KAN06,1858.7630113707605
MON02,LAS01,3606.5326657808337
MON02,LBV01,2018.4077305516703
MON02,LOS03,3969.001051013987
MON02,MIA01,2260.79774162771
MON02,MIA02,2260.79774162771
MON02,MIL05,1170.194347776269
MON02,MIL06,1170.194347776269
MON02,MIN03,1538.5264180376764
MON02,MIN04,1538.5264180376764
NYC16,ANA01,3926.295550369479
NYC16,ARL01,2236.7770114107134
NYC16,ARL02,2236.7770114107134
NYC16,ARL03,2236.7770114107134
NYC16,ATL01,1201.1574660257602
NYC16,ATL02,1201.1574660257602
NYC16,ATL03,1201.1574660257602
NYC16,BAL11,272.73605892878385
NYC16,BAL12,272.73605892878385
NYC16,BOS07,306.0865217705737
NYC16,BUF05,471.35234142882456
NYC16,CHI10,1146.7355698523083
NYC16,CHI11,1146.7355698523083
NYC16,CHI12,1146.7355698523083
NYC16,CIN08,915.4415067782049
NYC16,CIN09,915.4415067782049
NYC16,CLE07,651.4265019714542
NYC16,CLE08,651.4265019714542
NYC16,DEN01,2625.1825376590223
NYC16,DEN02,2625.1825376590223
NYC16,DET04,775.3066655539809
NYC16,DET05,775.3066655539809
NYC16,DUN01,1620.4730071131653
NYC16,DYE01,1437.8628212447713
NYC16,FTB01,766.1051346071379
NYC16,HOU02,2283.4731891218285
NYC16,HOU03,2283.4731891218285
NYC16,KAN06,1764.1424387549166
NYC16,LAS01,3594.06929989599
NYC16,LBV01,1530.9688153865247
NYC16,LOS03,3944.275348966509
NYC16,MIA01,1753.0763004355238
NYC16,MIA02,1753.0763004355238
NYC16,MIL05,1182.2074673412023
NYC16,MIL06,1182.2074673412023
NYC16,MIN03,1639.5596537580511
NYC16,MIN04,1639.5596537580511
NYC16,MON02,527.5167757132419
NYC17,ANA01,3926.295550369479
NYC17,ARL01,2236.7770114107134
NYC17,ARL02,2236.7770114107134
NYC17,ARL03,2236.7770114107134
NYC17,ATL01,1201.1574660257602
NYC17,ATL02,1201.1574660257602
NYC17,ATL03,1201.1574660257602
NYC17,BAL11,272.73605892878385
NYC17,BAL12,272.73605892878385
NYC17,BOS07,306.0865217705737
NYC17,BUF05,471.35234142882456
NYC17,CHI10,1146.7355698523083
NYC17,CHI11,1146.7355698523083
NYC17,CHI12,1146.7355698523083
NYC17,CIN08,915.4415067782049
NYC17,CIN09,915.4415067782049
NYC17,CLE07,651.4265019714542
NYC17,CLE08,651.4265019714542
NYC17,DEN01,2625.1825376590223
NYC17,DEN02,2625.1825376590223
NYC17,DET04,775.3066655539809
NYC17,DET05,775.3066655539809
NYC17,DUN01,1620.4730071131653
NYC17,DYE01,1437.8628212447713
NYC17,FTB01,766.1051346071379
NYC17,HOU02,2283.4731891218285
NYC17,HOU03,2283.4731891218285
NYC17,KAN06,1764.1424387549166
NYC17,LAS01,3594.06929989599
NYC17,LBV01,1530.9688153865247
NYC17,LOS03,3944.275348966509
NYC17,MIA01,1753.0763004355238
NYC17,MIA02,1753.0763004355238
